label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,pos-mix-01
,378,378,1,87.055214,13.197,0.557434,,87.055214@13.197300,87.055214@13.197300,,0.000,0.000000,87.055214,54439.18
,379,379,1,96.933716,15.915,0.851257,,96.933716@15.914516,96.933716@15.914516,,0.000,0.000000,96.933716,83125.91
,380,380,1,60.026138,19.645,0.836953,,60.026138@19.644501,60.026138@19.644501,,0.000,0.000000,60.026138,78946.65
,381,381,1,104.081284,14.531,0.834900,,104.081284@14.530984,104.081284@14.530984,,0.000,0.000000,104.081284,69477.70
,382,382,1,104.081299,14.679,0.832093,,104.081299@14.679183,104.081299@14.679183,,0.000,0.000000,104.081299,66513.55
,383,383,1,76.078293,12.476,0.852283,,76.078293@12.475699,76.078293@12.475699,,0.000,0.000000,76.078293,180479.69
,384,384,1,61.036831,5.885,0.853347,,61.036831@5.884783,61.036831@5.884783,,0.000,0.000000,61.036831,264717.84
,385,385,1,88.047302,9.504,0.847792,,88.047302@9.503800,88.047302@9.503800,,0.000,0.000000,88.047302,78945.35
,386,386,1,59.073616,9.843,0.846247,,59.073616@9.843249,59.073616@9.843249,,0.000,0.000000,59.073616,94080.35
,387,387,1,59.051102,12.209,0.539687,,59.051102@12.209233,59.051102@12.209233,,0.000,0.000000,59.051102,68698.47
,388,388,1,62.983849,16.102,0.827211,,62.983849@16.101534,62.983849@16.101534,,0.000,0.000000,62.983849,80241.74
,389,389,1,60.027916,19.645,0.692272,,60.027916@19.644501,60.027916@19.644501,,0.000,0.000000,60.027916,28918.19
,390,390,1,86.059921,7.158,0.678718,,86.059921@7.157516,86.059921@7.157516,,0.000,0.000000,86.059921,48139.32
,391,391,1,59.043091,12.174,0.828406,,59.043091@12.174050,59.043091@12.174050,,0.000,0.000000,59.043091,65758.84
,392,392,1,59.043007,12.509,0.816203,,59.043007@12.508834,59.043007@12.508834,,0.000,0.000000,59.043007,40583.05
,393,393,1,89.059578,4.388,0.785282,,89.059578@4.388167,89.059578@4.388167,,0.000,0.000000,89.059578,78822.27
,394,394,1,69.044586,6.947,0.784210,,69.044586@6.947400,69.044586@6.947400,,0.000,0.000000,69.044586,47719.69
,395,395,1,59.068626,13.046,0.609712,,59.068626@13.046267,59.068626@13.046267,,0.000,0.000000,59.068626,43718.33
,396,396,1,112.075500,4.046,0.815722,,112.075500@4.046367,112.075500@4.046367,,0.000,0.000000,112.075500,73437.34
,397,397,1,104.045258,5.196,0.850803,,104.045258@5.195550,104.045258@5.195550,,0.000,0.000000,104.045258,86346.76
,398,398,1,104.992165,11.581,0.646982,,104.992165@11.581150,104.992165@11.581150,,0.000,0.000000,104.992165,59988.29
,399,399,1,59.073540,8.830,0.840587,,59.073540@8.830466,59.073540@8.830466,,0.000,0.000000,59.073540,73397.52
,400,400,1,59.073536,8.294,0.694006,,59.073536@8.294217,59.073536@8.294217,,0.000,0.000000,59.073536,55697.67
,401,401,1,115.086433,8.431,0.823211,,115.086433@8.430734,115.086433@8.430734,,0.000,0.000000,115.086433,59679.42
,402,402,1,97.064621,4.046,0.718742,,97.064621@4.046367,97.064621@4.046367,,0.000,0.000000,97.064621,71330.91
,403,403,1,59.082649,10.366,0.775952,,59.082649@10.366366,59.082649@10.366366,,0.000,0.000000,59.082649,81540.45
,404,404,1,59.082520,9.388,0.533116,,59.082520@9.387733,59.082520@9.387733,,0.000,0.000000,59.082520,39350.78
,405,405,1,70.036743,13.365,0.850948,,70.036743@13.364917,70.036743@13.364917,,0.000,0.000000,70.036743,79846.43
,406,406,1,112.036713,12.753,0.850802,,112.036713@12.753316,112.036713@12.753316,,0.000,0.000000,112.036713,68586.21
,407,407,1,84.080673,11.405,0.850045,,84.080673@11.405084,84.080673@11.405084,,0.000,0.000000,84.080673,68913.30
,408,408,1,105.110229,13.453,0.847023,,105.110229@13.452801,105.110229@13.452801,,0.000,0.000000,105.110229,71320.30
,409,409,1,105.110222,13.276,0.562683,,105.110222@13.275567,105.110222@13.275567,,0.000,0.000000,105.110222,24011.64
,410,410,1,114.091171,8.248,0.673906,,114.091171@8.248384,114.091171@8.248384,,0.000,0.000000,114.091171,75763.91
,411,411,1,98.067978,2.781,0.824169,,98.067978@2.780533,98.067978@2.780533,,0.000,0.000000,98.067978,74192.81
,412,412,1,59.077766,8.960,0.842183,,59.077766@8.960450,59.077766@8.960450,,0.000,0.000000,59.077766,75425.07
,413,413,1,59.077377,8.446,0.656228,,59.077377@8.446016,59.077377@8.446016,,0.000,0.000000,59.077377,52874.92
,414,414,1,114.060448,13.942,0.810079,,114.060448@13.942266,114.060448@13.942266,,0.000,0.000000,114.060448,57287.03
,415,415,1,59.077068,10.366,0.846956,,59.077068@10.366366,59.077068@10.366366,,0.000,0.000000,59.077068,92043.62
,416,416,1,84.063583,4.046,0.819971,,84.063583@4.046367,84.063583@4.046367,,0.000,0.000000,84.063583,60487.29
,417,417,1,61.052616,13.683,0.847889,,61.052616@13.682883,61.052616@13.682883,,0.000,0.000000,61.052616,78645.41
,418,418,1,60.025898,19.800,0.839241,,60.025898@19.799833,60.025898@19.799833,,0.000,0.000000,60.025898,77277.75
,419,419,1,103.086426,15.765,0.851117,,103.086426@15.765217,103.086426@15.765217,,0.000,0.000000,103.086426,73398.47
,420,420,1,59.047573,11.405,0.822287,,59.047573@11.405084,59.047573@11.405084,,0.000,0.000000,59.047573,70860.55
,421,421,1,115.050011,5.056,0.851080,,115.050011@5.056000,115.050011@5.056000,,0.000,0.000000,115.050011,70851.57
,422,422,1,88.039169,12.305,0.847248,,88.039169@12.305234,88.039169@12.305234,,0.000,0.000000,88.039169,59821.00
,423,423,1,59.077793,11.763,0.830284,,59.077793@11.763066,59.077793@11.763066,,0.000,0.000000,59.077793,54977.70
,424,424,1,59.077892,11.405,0.657369,,59.077892@11.405084,59.077892@11.405084,,0.000,0.000000,59.077892,44113.02
,425,425,1,60.045761,6.202,0.585467,,60.045761@6.201950,60.045761@6.201950,,0.000,0.000000,60.045761,114734.32
,426,426,1,102.129280,10.126,0.628928,,102.129280@10.126284,102.129280@10.126284,,0.000,0.000000,102.129280,191155.62
,427,427,1,59.046646,11.883,0.843883,,59.046646@11.882733,59.046646@11.882733,,0.000,0.000000,59.046646,75254.10
,428,428,1,59.046604,12.560,0.838031,,59.046604@12.559934,59.046604@12.559934,,0.000,0.000000,59.046604,45381.46
,429,429,1,104.987854,16.102,0.794069,,104.987854@16.101534,104.987854@16.101534,,0.000,0.000000,104.987854,53045.34
,430,430,1,116.070442,11.750,0.839641,,116.070442@11.749850,116.070442@11.749850,,0.000,0.000000,116.070442,7800805.50
,431,431,1,100.107422,8.355,0.847257,,100.107422@8.354583,100.107422@8.354583,,0.000,0.000000,100.107422,143361.42
,432,432,1,61.060669,13.528,0.505632,,61.060669@13.527734,61.060669@13.527734,,0.000,0.000000,61.060669,48021.76
,433,433,1,102.134903,8.733,0.851511,,102.134903@8.732767,102.134903@8.732767,,0.000,0.000000,102.134903,194008.06
,434,434,1,59.044510,11.669,0.685705,,59.044510@11.668966,59.044510@11.668966,,0.000,0.000000,59.044510,49746.83
,435,435,1,99.055122,16.297,0.793933,,99.055122@16.297066,99.055122@16.297066,,0.000,0.000000,99.055122,63399.56
,436,436,1,60.080746,7.592,0.827575,,60.080746@7.591683,60.080746@7.591683,,0.000,0.000000,60.080746,41553.72
,437,437,1,60.080746,7.897,0.723779,,60.080746@7.897050,60.080746@7.897050,,0.000,0.000000,60.080746,38424.56
,438,438,1,87.040237,13.377,0.674713,,87.040237@13.377467,87.040237@13.377467,,0.000,0.000000,87.040237,38669.70
,439,439,1,103.058189,13.096,0.850876,,103.058189@13.096300,103.058189@13.096300,,0.000,0.000000,103.058189,76952.82
,440,440,1,102.129265,10.126,0.839331,,102.129265@10.126284,102.129265@10.126284,,0.000,0.000000,102.129265,191155.62
,441,441,1,59.055115,19.387,0.584702,,59.055115@19.387333,59.055115@19.387333,,0.000,0.000000,59.055115,76919.03
,442,442,1,61.066975,11.566,0.738292,,61.066975@11.566417,61.066975@11.566417,,0.000,0.000000,61.066975,26385.81
,443,443,1,61.066967,11.849,0.695175,,61.066967@11.848883,61.066967@11.848883,,0.000,0.000000,61.066967,56638.50
,444,444,1,114.892708,15.902,0.849106,,114.892708@15.901799,114.892708@15.901799,,0.000,0.000000,114.892708,64024.92
,445,445,1,60.027916,19.645,0.694387,,60.027916@19.644501,60.027916@19.644501,,0.000,0.000000,60.027916,28918.19
,446,446,1,76.039192,12.320,0.848523,,76.039192@12.320200,76.039192@12.320200,,0.000,0.000000,76.039192,73497.52
,447,447,1,109.075890,13.854,0.780482,,109.075890@13.853766,109.075890@13.853766,,0.000,0.000000,109.075890,59855.11
,448,448,1,75.093330,8.975,0.849280,,75.093330@8.975183,75.093330@8.975183,,0.000,0.000000,75.093330,67271.53
,449,449,1,60.052055,18.648,0.560047,,60.052055@18.648001,60.052055@18.648001,,0.000,0.000000,60.052055,31583.16
,450,450,1,59.052517,15.014,0.632839,,59.052517@15.014383,59.052517@15.014383,,0.000,0.000000,59.052517,37225.67
,451,451,1,102.142326,8.788,0.791977,,102.142326@8.787733,102.142326@8.787733,,0.000,0.000000,102.142326,37124.01
,452,452,1,104.126884,14.679,0.838481,,104.126884@14.679183,104.126884@14.679183,,0.000,0.000000,104.126884,68197.34
,453,453,1,87.043915,7.914,0.845547,,87.043915@7.913933,87.043915@7.913933,,0.000,0.000000,87.043915,53681.08
,454,454,1,78.955559,9.020,0.774989,,78.955559@9.020367,78.955559@9.020367,,0.000,0.000000,78.955559,25622.75
,455,455,1,90.087311,14.792,0.523599,,90.087311@14.791883,90.087311@14.791883,,0.000,0.000000,90.087311,82497.16
,456,456,1,59.079037,11.804,0.647738,,59.079037@11.803516,59.079037@11.803516,,0.000,0.000000,59.079037,46717.63
,457,457,1,116.070480,9.504,0.754081,,116.070480@9.503800,116.070480@9.503800,,0.000,0.000000,116.070480,42855.95
,458,458,1,116.070442,10.113,0.748640,,116.070442@10.112750,116.070442@10.112750,,0.000,0.000000,116.070442,39790.61
,459,459,1,59.072113,14.584,0.715417,,59.072113@14.584117,59.072113@14.584117,,0.000,0.000000,59.072113,53699.56
,460,460,1,59.066895,17.492,0.770699,,59.066895@17.492001,59.066895@17.492001,,0.000,0.000000,59.066895,44625.70
,461,461,1,110.031609,13.669,0.848563,,110.031609@13.669168,110.031609@13.669168,,0.000,0.000000,110.031609,55017.91
,462,462,1,59.049080,19.164,0.767301,,59.049080@19.163502,59.049080@19.163502,,0.000,0.000000,59.049080,44452.82
,463,463,1,59.048992,19.576,0.568811,,59.048992@19.576166,59.048992@19.576166,,0.000,0.000000,59.048992,41892.55
,464,464,1,59.067535,15.235,0.544944,,59.067535@15.235300,59.067535@15.235300,,0.000,0.000000,59.067535,31350.38
,465,465,1,74.079308,8.845,0.842793,,74.079308@8.844784,74.079308@8.844784,,0.000,0.000000,74.079308,57669.76
,466,466,1,105.987343,16.127,0.845335,,105.987343@16.127399,105.987343@16.127399,,0.000,0.000000,105.987343,57314.51
,467,467,1,59.047249,8.917,0.524061,,59.047249@8.916651,59.047249@8.916651,,0.000,0.000000,59.047249,37859.72
,468,468,1,104.078712,14.611,0.838487,,104.078712@14.610999,104.078712@14.610999,,0.000,0.000000,104.078712,82362.45
,469,469,1,59.046455,11.153,0.635000,,59.046455@11.153417,59.046455@11.153417,,0.000,0.000000,59.046455,64845.14
,470,470,1,60.045403,7.043,0.662838,,60.045403@7.042684,60.045403@7.042684,,0.000,0.000000,60.045403,439036.50
,471,471,1,101.118050,9.594,0.848314,,101.118050@9.594500,101.118050@9.594500,,0.000,0.000000,101.118050,67550.15
,472,472,1,60.035812,19.456,0.663118,,60.035812@19.456167,60.035812@19.456167,,0.000,0.000000,60.035812,61119.94
,473,473,1,115.122787,14.999,0.827644,,115.122787@14.999250,115.122787@14.999250,,0.000,0.000000,115.122787,36042.48
,474,474,1,111.055138,4.060,0.788489,,111.055138@4.059700,111.055138@4.059700,,0.000,0.000000,111.055138,45049.53
,475,475,1,102.137802,8.774,0.850807,,102.137802@8.773666,102.137802@8.773666,,0.000,0.000000,102.137802,83625.80
,476,476,1,90.051208,12.795,0.847112,,90.051208@12.794967,90.051208@12.794967,,0.000,0.000000,90.051208,63363.46
,477,477,1,74.071144,11.849,0.629438,,74.071144@11.848883,74.071144@11.848883,,0.000,0.000000,74.071144,59819.32
,478,478,1,59.051121,14.492,0.838692,,59.051121@14.491583,59.051121@14.491583,,0.000,0.000000,59.051121,54742.35
,479,479,1,102.118721,9.568,0.846983,,102.118721@9.568483,102.118721@9.568483,,0.000,0.000000,102.118721,55310.22
,480,480,1,59.054623,15.437,0.644053,,59.054623@15.437300,59.054623@15.437300,,0.000,0.000000,59.054623,45539.42
,481,481,1,102.115746,8.788,0.839820,,102.115746@8.787733,102.115746@8.787733,,0.000,0.000000,102.115746,44871.99
,482,482,1,82.041145,2.532,0.817865,,82.041145@2.531950,82.041145@2.531950,,0.000,0.000000,82.041145,58519.42
,483,483,1,59.053703,17.492,0.529037,,59.053703@17.492001,59.053703@17.492001,,0.000,0.000000,59.053703,25158.33
,484,484,1,88.039185,12.642,0.847808,,88.039185@12.642301,88.039185@12.642301,,0.000,0.000000,88.039185,51782.24
,485,485,1,59.076172,10.422,0.725838,,59.076172@10.421666,59.076172@10.421666,,0.000,0.000000,59.076172,55577.29
,486,486,1,59.076080,10.280,0.727130,,59.076080@10.279850,59.076080@10.279850,,0.000,0.000000,59.076080,53278.60
,487,487,1,59.076191,10.126,0.550820,,59.076191@10.126284,59.076191@10.126284,,0.000,0.000000,59.076191,78368.41
,488,488,1,104.147881,14.584,0.726660,,104.147881@14.584117,104.147881@14.584117,,0.000,0.000000,104.147881,38736.31
,489,489,1,104.138069,14.598,0.784639,,104.138069@14.597533,104.138069@14.597533,,0.000,0.000000,104.138069,65660.06
,490,490,1,59.075817,10.977,0.761808,,59.075817@10.976900,59.075817@10.976900,,0.000,0.000000,59.075817,41844.21
,491,491,1,59.083710,14.821,0.529801,,59.083710@14.820734,59.083710@14.820734,,0.000,0.000000,59.083710,31582.30
,492,492,1,59.083862,14.465,0.508851,,59.083862@14.465484,59.083862@14.465484,,0.000,0.000000,59.083862,28509.46
,493,493,1,112.050400,13.669,0.845953,,112.050400@13.669168,112.050400@13.669168,,0.000,0.000000,112.050400,43914.46
,494,494,1,85.028252,2.584,0.715586,,85.028252@2.584466,85.028252@2.584466,,0.000,0.000000,85.028252,67485.66
,495,495,1,59.044193,13.515,0.777634,,59.044193@13.515183,59.044193@13.515183,,0.000,0.000000,59.044193,43256.66
,496,496,1,59.044388,13.642,0.508221,,59.044388@13.641933,59.044388@13.641933,,0.000,0.000000,59.044388,36165.04
,497,497,1,101.070793,18.441,0.560708,,101.070793@18.440832,101.070793@18.440832,,0.000,0.000000,101.070793,20208.37
,498,498,1,100.075592,9.321,0.799932,,100.075592@9.321066,100.075592@9.321066,,0.000,0.000000,100.075592,35120.54
,499,499,1,115.063026,7.428,0.847726,,115.063026@7.427850,115.063026@7.427850,,0.000,0.000000,115.063026,53406.56
,500,500,1,113.070755,13.428,0.823190,,113.070755@13.427833,113.070755@13.427833,,0.000,0.000000,113.070755,37942.34
,501,501,1,115.130905,8.520,0.847210,,115.130905@8.520467,115.130905@8.520467,,0.000,0.000000,115.130905,51705.61
,502,502,1,101.070770,19.009,0.810166,,101.070770@19.009335,101.070770@19.009335,,0.000,0.000000,101.070770,44276.27
,503,503,1,101.070755,19.233,0.810272,,101.070755@19.232500,101.070755@19.232500,,0.000,0.000000,101.070755,40162.11
,504,504,1,88.086723,8.788,0.850367,,88.086723@8.787733,88.086723@8.787733,,0.000,0.000000,88.086723,50555.78
,505,505,1,60.038818,14.584,0.764075,,60.038818@14.584117,60.038818@14.584117,,0.000,0.000000,60.038818,48428.15
,506,506,1,91.088379,14.850,0.533567,,91.088379@14.849851,91.088379@14.849851,,0.000,0.000000,91.088379,50606.29
,507,507,1,80.947693,5.573,0.678582,,80.947693@5.572617,80.947693@5.572617,,0.000,0.000000,80.947693,34875.61
,508,508,1,98.096245,4.019,0.781687,,98.096245@4.019450,98.096245@4.019450,,0.000,0.000000,98.096245,54179.95
,509,509,1,62.059921,13.184,0.579017,,62.059921@13.184417,62.059921@13.184417,,0.000,0.000000,62.059921,23104.18
,510,510,1,98.984016,15.715,0.607918,,98.984016@15.714550,98.984016@15.714550,,0.000,0.000000,98.984016,24618.15
,511,511,1,87.046562,13.365,0.753416,,87.046562@13.364917,87.046562@13.364917,,0.000,0.000000,87.046562,61508.84
,512,512,1,116.065086,11.776,0.726022,,116.065086@11.776366,116.065086@11.776366,,0.000,0.000000,116.065086,22148.51
,513,513,1,85.075882,10.266,0.781499,,85.075882@10.265550,85.075882@10.265550,,0.000,0.000000,85.075882,41043.62
,514,514,1,90.057434,12.737,0.835606,,90.057434@12.737033,90.057434@12.737033,,0.000,0.000000,90.057434,73883.91
,515,515,1,104.066765,14.624,0.754446,,104.066765@14.624499,104.066765@14.624499,,0.000,0.000000,104.066765,33264.66
,516,516,1,59.037228,13.565,0.595990,,59.037228@13.565351,59.037228@13.565351,,0.000,0.000000,59.037228,47563.63
,517,517,1,59.037075,12.365,0.541993,,59.037075@12.365200,59.037075@12.365200,,0.000,0.000000,59.037075,69483.57
,518,518,1,59.054039,19.387,0.757634,,59.054039@19.387333,59.054039@19.387333,,0.000,0.000000,59.054039,60795.33
,519,519,1,102.129265,10.126,0.841070,,102.129265@10.126284,102.129265@10.126284,,0.000,0.000000,102.129265,191155.62
,520,520,1,94.922539,15.953,0.842517,,94.922539@15.952600,94.922539@15.952600,,0.000,0.000000,94.922539,46067.98
,521,521,1,78.079857,12.459,0.850263,,78.079857@12.459451,78.079857@12.459451,,0.000,0.000000,78.079857,48259.59
,522,522,1,60.053185,13.724,0.843785,,60.053185@13.723817,60.053185@13.723817,,0.000,0.000000,60.053185,46905.39
,523,523,1,60.053082,13.942,0.832199,,60.053082@13.942266,60.053082@13.942266,,0.000,0.000000,60.053082,22153.02
,524,524,1,59.076870,12.476,0.535787,,59.076870@12.475699,59.076870@12.475699,,0.000,0.000000,59.076870,39623.28
,525,525,1,115.038788,2.532,0.800765,,115.038788@2.531950,115.038788@2.531950,,0.000,0.000000,115.038788,54063.17
,526,526,1,59.076565,8.324,0.837929,,59.076565@8.324483,59.076565@8.324483,,0.000,0.000000,59.076565,42080.54
,527,527,1,104.063141,13.365,0.841840,,104.063141@13.364917,104.063141@13.364917,,0.000,0.000000,104.063141,54654.52
,528,528,1,59.082241,13.540,0.777366,,59.082241@13.540267,59.082241@13.540267,,0.000,0.000000,59.082241,39599.34
,529,529,1,59.052376,18.924,0.831047,,59.052376@18.923500,59.052376@18.923500,,0.000,0.000000,59.052376,50284.42
,530,530,1,60.068222,18.026,0.840264,,60.068222@18.025667,60.068222@18.025667,,0.000,0.000000,60.068222,51512.16
,531,531,1,60.068291,17.766,0.840583,,60.068291@17.765999,60.068291@17.765999,,0.000,0.000000,60.068291,38850.47
,532,532,1,77.070847,19.508,0.834153,,77.070847@19.507666,77.070847@19.507666,,0.000,0.000000,77.070847,41114.20
,533,533,1,59.042038,10.223,0.626897,,59.042038@10.223066,59.042038@10.223066,,0.000,0.000000,59.042038,49718.94
,534,534,1,59.041389,9.946,0.527411,,59.041389@9.945766,59.041389@9.945766,,0.000,0.000000,59.041389,43150.46
,535,535,1,60.040020,13.930,0.679192,,60.040020@13.929616,60.040020@13.929616,,0.000,0.000000,60.040020,30393.97
,536,536,1,60.039436,13.710,0.506641,,60.039436@13.710234,60.039436@13.710234,,0.000,0.000000,60.039436,23550.19
,537,537,1,99.091530,15.715,0.520264,,99.091530@15.714550,99.091530@15.714550,,0.000,0.000000,99.091530,28252.55
,538,538,1,104.077507,14.611,0.832683,,104.077507@14.610999,104.077507@14.610999,,0.000,0.000000,104.077507,64018.33
,539,539,1,62.981758,19.198,0.796482,,62.981758@19.198168,62.981758@19.198168,,0.000,0.000000,62.981758,47612.48
,540,540,1,58.065170,11.228,0.585722,,58.065170@11.228350,58.065170@11.228350,,0.000,0.000000,58.065170,34667.67
,541,541,1,78.955528,7.828,0.551477,,78.955528@7.827900,78.955528@7.827900,,0.000,0.000000,78.955528,28149.29
,542,542,1,96.923515,15.927,0.602129,,96.923515@15.927200,96.923515@15.927200,,0.000,0.000000,96.923515,35765.59
,543,543,1,115.075134,4.046,0.822977,,115.075134@4.046367,115.075134@4.046367,,0.000,0.000000,115.075134,48984.32
,544,544,1,59.049145,4.751,0.522241,,59.049145@4.750700,59.049145@4.750700,,0.000,0.000000,59.049145,13221.54
,545,545,1,59.073093,7.963,0.665244,,59.073093@7.963400,59.073093@7.963400,,0.000,0.000000,59.073093,39763.26
,546,546,1,59.072689,8.309,0.530810,,59.072689@8.309417,59.072689@8.309417,,0.000,0.000000,59.072689,51200.72
,547,547,1,99.043945,13.791,0.848451,,99.043945@13.790716,99.043945@13.790716,,0.000,0.000000,99.043945,47978.48
,548,548,1,82.065010,13.377,0.834189,,82.065010@13.377467,82.065010@13.377467,,0.000,0.000000,82.065010,48599.64
,549,549,1,82.064980,13.197,0.839852,,82.064980@13.197300,82.064980@13.197300,,0.000,0.000000,82.064980,32054.74
,550,550,1,85.075890,6.870,0.668883,,85.075890@6.870400,85.075890@6.870400,,0.000,0.000000,85.075890,28537.82
,551,551,1,70.047974,4.167,0.831118,,70.047974@4.167117,70.047974@4.167117,,0.000,0.000000,70.047974,51699.39
,552,552,1,59.083504,9.830,0.787611,,59.083504@9.829984,59.083504@9.829984,,0.000,0.000000,59.083504,117149.01
,553,553,1,83.085487,11.987,0.713263,,83.085487@11.987033,83.085487@11.987033,,0.000,0.000000,83.085487,29348.42
,554,554,1,59.036694,18.820,0.842404,,59.036694@18.820333,59.036694@18.820333,,0.000,0.000000,59.036694,41780.92
,555,555,1,59.036674,18.545,0.767359,,59.036674@18.544500,59.036674@18.544500,,0.000,0.000000,59.036674,50731.04
,556,556,1,58.065079,16.614,0.844424,,58.065079@16.614250,58.065079@16.614250,,0.000,0.000000,58.065079,37526.65
,557,557,1,115.086426,11.103,0.837677,,115.086426@11.103049,115.086426@11.103049,,0.000,0.000000,115.086426,47481.38
,558,558,1,115.086464,11.241,0.821278,,115.086464@11.240816,115.086464@11.240816,,0.000,0.000000,115.086464,38189.43
,559,559,1,69.033386,2.584,0.768125,,69.033386@2.584466,69.033386@2.584466,,0.000,0.000000,69.033386,55807.67
,560,560,1,75.093361,10.461,0.662146,,75.093361@10.461134,75.093361@10.461134,,0.000,0.000000,75.093361,38744.65
,561,561,1,59.083939,11.476,0.841642,,59.083939@11.476284,59.083939@11.476284,,0.000,0.000000,59.083939,101772.46
,562,562,1,102.054817,19.593,0.762734,,102.054817@19.593332,102.054817@19.593332,,0.000,0.000000,102.054817,45839.66
,563,563,1,110.007065,10.600,0.741422,,110.007065@10.600367,110.007065@10.600367,,0.000,0.000000,110.007065,51970.94
,564,564,1,59.083801,18.665,0.828987,,59.083801@18.665335,59.083801@18.665335,,0.000,0.000000,59.083801,33333.42
,565,565,1,59.049191,5.429,0.513351,,59.049191@5.429483,59.049191@5.429483,,0.000,0.000000,59.049191,24269.04
,566,566,1,59.042889,15.992,0.838090,,59.042889@15.991533,59.042889@15.991533,,0.000,0.000000,59.042889,38542.98
,567,567,1,60.050415,15.611,0.835310,,60.050415@15.610766,60.050415@15.610766,,0.000,0.000000,60.050415,33104.73
,568,568,1,60.034218,17.281,0.558500,,60.034218@17.280666,60.034218@17.280666,,0.000,0.000000,60.034218,24223.96
,569,569,1,71.068398,11.776,0.787785,,71.068398@11.776366,71.068398@11.776366,,0.000,0.000000,71.068398,33026.04
,570,570,1,113.070724,7.027,0.739912,,113.070724@7.027050,113.070724@7.027050,,0.000,0.000000,113.070724,33464.21
,571,571,1,78.955528,12.577,0.565549,,78.955528@12.576983,78.955528@12.576983,,0.000,0.000000,78.955528,46179.79
,572,572,1,104.061867,2.584,0.820711,,104.061867@2.584466,104.061867@2.584466,,0.000,0.000000,104.061867,50260.12
,573,573,1,71.060333,12.320,0.845629,,71.060333@12.320200,71.060333@12.320200,,0.000,0.000000,71.060333,39709.21
,574,574,1,59.068661,13.046,0.714947,,59.068661@13.046267,59.068661@13.046267,,0.000,0.000000,59.068661,41362.43
,575,575,1,74.098045,5.348,0.763594,,74.098045@5.348350,74.098045@5.348350,,0.000,0.000000,74.098045,86435.68
,576,576,1,105.073692,4.006,0.827812,,105.073692@4.005800,105.073692@4.005800,,0.000,0.000000,105.073692,50992.02
,577,577,1,98.057495,12.459,0.845682,,98.057495@12.459451,98.057495@12.459451,,0.000,0.000000,98.057495,44965.98
,578,578,1,80.947708,4.560,0.712187,,80.947708@4.559717,80.947708@4.559717,,0.000,0.000000,80.947708,25997.25
,579,579,1,102.074310,8.760,0.850043,,102.074310@8.759851,102.074310@8.759851,,0.000,0.000000,102.074310,54115.11
,580,580,1,103.123528,10.034,0.795226,,103.123528@10.034300,103.123528@10.034300,,0.000,0.000000,103.123528,19031.05
,581,581,1,59.052219,18.924,0.526723,,59.052219@18.923500,59.052219@18.923500,,0.000,0.000000,59.052219,50284.42
,582,582,1,102.074570,8.760,0.850282,,102.074570@8.759851,102.074570@8.759851,,0.000,0.000000,102.074570,54115.11
,583,583,1,59.071312,16.560,0.681468,,59.071312@16.560284,59.071312@16.560284,,0.000,0.000000,59.071312,55072.50
,584,584,1,100.117744,9.581,0.842420,,100.117744@9.581467,100.117744@9.581467,,0.000,0.000000,100.117744,96526.19
,585,585,1,111.055153,11.447,0.794741,,111.055153@11.446517,111.055153@11.446517,,0.000,0.000000,111.055153,33093.63
,586,586,1,111.055122,11.166,0.630536,,111.055122@11.165934,111.055122@11.165934,,0.000,0.000000,111.055122,26732.43
,587,587,1,115.036392,6.999,0.851164,,115.036392@6.998533,115.036392@6.998533,,0.000,0.000000,115.036392,52175.89
,588,588,1,100.075600,11.953,0.772589,,100.075600@11.952749,100.075600@11.952749,,0.000,0.000000,100.075600,27758.41
,589,589,1,93.021187,19.112,0.745105,,93.021187@19.112000,93.021187@19.112000,,0.000,0.000000,93.021187,18647.34
,590,590,1,100.112206,19.800,0.712022,,100.112206@19.799833,100.112206@19.799833,,0.000,0.000000,100.112206,701050.31
,591,591,1,59.037109,11.507,0.755328,,59.037109@11.506733,59.037109@11.506733,,0.000,0.000000,59.037109,93635.28
,592,592,1,100.109787,15.060,0.836888,,100.109787@15.060367,100.109787@15.060367,,0.000,0.000000,100.109787,33726.32
,593,593,1,117.073807,11.750,0.845517,,117.073807@11.749850,117.073807@11.749850,,0.000,0.000000,117.073807,38938.35
,594,594,1,115.069443,12.896,0.848242,,115.069443@12.895650,115.069443@12.895650,,0.000,0.000000,115.069443,45886.86
,595,595,1,59.083706,17.766,0.740317,,59.083706@17.765999,59.083706@17.765999,,0.000,0.000000,59.083706,19295.25
,596,596,1,102.054787,15.420,0.847851,,102.054787@15.420116,102.054787@15.420116,,0.000,0.000000,102.054787,44065.63
,597,597,1,59.077938,7.672,0.844083,,59.077938@7.671650,59.077938@7.671650,,0.000,0.000000,59.077938,44587.67
,598,598,1,59.045143,12.259,0.801108,,59.045143@12.259299,59.045143@12.259299,,0.000,0.000000,59.045143,52429.77
,599,599,1,114.037727,4.958,0.848121,,114.037727@4.958367,114.037727@4.958367,,0.000,0.000000,114.037727,49574.64
,600,600,1,59.075306,12.365,0.845990,,59.075306@12.365200,59.075306@12.365200,,0.000,0.000000,59.075306,54654.44
,601,601,1,106.064911,2.584,0.761755,,106.064911@2.584466,106.064911@2.584466,,0.000,0.000000,106.064911,47213.91
